id,url,question,answer
1440,http://www.freebase.com/view/en/mary_jane_watson,who plays mary jane in spiderman 3?,Kirsten Dunst
1441,http://www.freebase.com/view/en/abraham_lincoln,where was abraham lincoln buried?,Oak Ridge Cemetery
1442,http://www.freebase.com/view/en/david,who was the grandson of king david's father?,Solomon
1443,http://www.freebase.com/view/en/abraham_lincoln,when president lincoln was elected?,Abraham Lincoln 1861 presidential inauguration
1444,http://www.freebase.com/view/en/oakland_raiders,when was the last time the oakland raiders won the super bowl?,Super Bowl XV
1445,http://www.freebase.com/view/en/theodore_roosevelt,what did theodore roosevelt do that brought him to national prominence?,President of the United States
1446,http://www.freebase.com/view/en/devon_sawa,where is devon sawa now?,Vancouver
1447,http://www.freebase.com/view/en/cleveland_browns,who did the cleveland browns draft?,Jeff Faine
1448,http://www.freebase.com/view/en/marilyn_monroe,who was marilyn monroe's parents?,Charles Stanley Gifford
1449,http://www.freebase.com/view/en/london,what to do when traveling to london?,Regent's Park
1450,http://www.freebase.com/view/en/shoreditch,where is shoreditch?,London
1451,http://www.freebase.com/view/en/houston,what should i do today in houston?,George R. Brown Convention Center
1452,http://www.freebase.com/view/en/spanish,where does the spanish language come from?,Spain
1453,http://www.freebase.com/view/en/london,when do they change the time in london?,Greenwich Mean Time
1454,http://www.freebase.com/view/en/ryan_lochte,where does ryan lochte live now?,Gainesville
1455,http://www.freebase.com/view/en/nashville_tennessee,what timezone is tennessee nashville?,Central Time Zone
1456,http://www.freebase.com/view/en/henry_clay,what political party was henry clay?,Whig Party
1457,http://www.freebase.com/view/en/ontario,what is capital city of ontario?,Ottawa
1458,http://www.freebase.com/view/en/england,what money is used in england?,UK £
1459,http://www.freebase.com/view/en/corey_feldman,who did corey feldman married?,Susie Feldman
1460,http://www.freebase.com/view/en/lois_griffin,who is the voice of lois from family guy?,Alex Borstein
1461,http://www.freebase.com/view/en/walt_disney,what was walt disney's first cartoon called?,Steamboat Willie
1462,http://www.freebase.com/view/en/mother_jones,what did mary harris jones accomplish?,Children's rights
1463,http://www.freebase.com/view/en/egypt,what currency do i need in egypt?,Egyptian pound
1464,http://www.freebase.com/view/en/virginia,who was the founder of the colony of virginia?,Captain John Smith
1465,http://www.freebase.com/view/en/albert_ellis,where is ellis park rugby stadium?,New York City
1466,http://www.freebase.com/view/en/european_union,what does the letters eu stand for?,European Union
1467,http://www.freebase.com/view/en/united_kingdom,what are the 5 countries in the united kingdom?,Wales
1468,http://www.freebase.com/view/en/jojo,what label is jojo signed to?,Mercury
1469,http://www.freebase.com/view/en/kentucky,who is the state senator of kentucky?,Mitch McConnell
1470,http://www.freebase.com/view/en/douglas_macarthur,where did douglas macarthur die?,"Washington, D.C."
1471,http://www.freebase.com/view/en/russia,what does russian people speak?,Yiddish Language
1472,http://www.freebase.com/view/en/jason_morgan,who is playing jason morgan on general hospital?,Steve Burton
1473,http://www.freebase.com/view/en/hong_kong,where is hong kong china?,Asia
1474,http://www.freebase.com/view/en/italy,what countries do they speak italian?,Italy
1475,http://www.freebase.com/view/en/david_beckham,who does david beckham play for in 2013?,Paris Saint-Germain F.C.
1476,http://www.freebase.com/view/en/nikki_reed,who nikki reed play in twilight?,Rosalie Hale
1477,http://www.freebase.com/view/en/blake_griffin,who does blake griffin play for in the nba?,Los Angeles Clippers
1478,http://www.freebase.com/view/en/fox_mulder,who played mulder in the x files?,David Duchovny
1479,http://www.freebase.com/view/en/bridgit_mendler,what are bridgit mendler's parents names?,Harry Mendler
1480,http://www.freebase.com/view/en/houston,what tourist attractions are in houston texas?,George R. Brown Convention Center
1481,http://www.freebase.com/view/en/maryland,who are the current maryland senators?,Ben Cardin
1482,http://www.freebase.com/view/en/canada,where is the capital of canada on the map?,Ottawa
1483,http://www.freebase.com/view/en/albert_c_barnes,what time does barnes and noble close on saturday?,Central High School
1484,http://www.freebase.com/view/en/frida_kahlo,what kind of paintings did frida kahlo do?,Surrealism
1485,http://www.freebase.com/view/en/francisco_vasquez_de_coronado,what was francisco vasquez de coronado known for?,Mexico City
1486,http://www.freebase.com/view/en/greece,what form of government does greece use?,Hellenic Parliament
1487,http://www.freebase.com/view/en/columbia_river,where did the columbia river begin?,British Columbia
1488,http://www.freebase.com/view/en/meg_griffin,who was the original voice of meg on family guy?,Lacey Chabert
1489,http://www.freebase.com/view/en/michael_clarke_duncan,what movies has michael clarke duncan been in?,American Crude
1490,http://www.freebase.com/view/en/matt_barnes,who did matt barnes married?,Gloria Govan
1491,http://www.freebase.com/view/en/nobel_peace_prize,who won the nobel peace prize in 2011 for physics?,Ellen Johnson Sirleaf
1492,http://www.freebase.com/view/en/jessica_ennis,what is jessica ennis sport?,Track and field athletics
1493,http://www.freebase.com/view/en/tahiti,where is tahiti bora bora?,French Polynesia
1494,http://www.freebase.com/view/en/michael_jackson,what are all of michael jackson albums?,Music & Me
1495,http://www.freebase.com/view/en/joe_namath,where did joe namath live?,Fire Island
1496,http://www.freebase.com/view/en/minnesota,who is my state senator and representative minnesota?,Al Franken
1497,http://www.freebase.com/view/en/kristen_stewart,what films has kristen stewart starred in?,Panic Room
1498,http://www.freebase.com/view/en/samsung_lions,where do samsung lions play?,Daegu Baseball Stadium
1499,http://www.freebase.com/view/en/robert_e_lee,where did lee surrender to grant to end the civil war?,Battle of Appomattox Court House
1500,http://www.freebase.com/view/en/annie_leibovitz,what does annie leibovitz do?,Photographer
1501,http://www.freebase.com/view/en/derek_fisher,what teams did derek fisher play for in the nba?,Oklahoma City Thunder
1502,http://www.freebase.com/view/en/mike_tomlin,who did mike tomlin play for?,Pittsburgh Steelers
1503,http://www.freebase.com/view/en/cuba,what kind of currency does cuba use?,Cuban peso
1504,http://www.freebase.com/view/en/ben_roethlisberger,who is ben roethlisberger parents?,Ida Jane Foust
1505,http://www.freebase.com/view/en/robert_pattinson,what movies have robert pattinson starred in?,Eclipse
1506,http://www.freebase.com/view/en/zoroastrianism,what are the zoroastrian scriptures called?,"The Zend-Avesta, The Gathas, and the Doctrine of Zarathustra"
1507,http://www.freebase.com/view/en/barack_obama,what political party is barack obama from?,Democratic Party
1508,http://www.freebase.com/view/en/martin_luther_king_jr,what organization did martin luther king lead?,Civil rights movement
1509,http://www.freebase.com/view/en/nazism,where did the name nazi come from?,National Socialist Party
1510,http://www.freebase.com/view/en/arthur_conan_doyle,what was arthur conan doyle famous for?,Sherlock Holmes
1511,http://www.freebase.com/view/en/michael_jordan,what year did michael jordan started his career?,1984 NBA Draft
1512,http://www.freebase.com/view/en/thailand,what currency should you take to thailand?,Thai baht
1513,http://www.freebase.com/view/en/jemaine_clement,what kind of guitar does jemaine clement play?,Bass guitar
1514,http://www.freebase.com/view/en/washington_united_states,where is greyhound station in washington dc?,Greyhound Lines
1515,http://www.freebase.com/view/en/lance_armstrong,where was lance armstrong born and in what year?,9/18/1971
1516,http://www.freebase.com/view/en/israel,what kind of money is used in israel?,Israeli new shekel
1517,http://www.freebase.com/view/en/george_w_bush,where is george bush from?,New Haven
1518,http://www.freebase.com/view/en/william_howe_5th_viscount_howe,what did william howe do in the revolutionary war?,Battle of Bunker Hill
1519,http://www.freebase.com/view/en/atlanta_falcons,who is the falcons quarterback 2012?,Matt Ryan
1520,http://www.freebase.com/view/en/trenton_ohio,what is the zip code for trenton ohio?,45067
1521,http://www.freebase.com/view/en/north_dakota,what is north dakota state's mascot?,Western Meadowlark
1522,http://www.freebase.com/view/en/charles_darwin,what is the work of charles darwin?,The Structure and Distribution of Coral Reefs
1523,http://www.freebase.com/view/en/adam_sandler,what movies have adam sandler been in?,Big Daddy
1524,http://www.freebase.com/view/en/benjamin_franklin,what was one of benjamin franklin's inventions?,Franklin stove
1525,http://www.freebase.com/view/en/phil_mickelson,where did phil mickelson go to college?,Arizona State University
1526,http://www.freebase.com/view/en/united_states,what is the most practiced religion in the us?,Christianity
1527,http://www.freebase.com/view/en/duffy,what does duffy sing?,Mercy
1528,http://www.freebase.com/view/en/tupac_shakur,what school did tupac go to?,Paul Laurence Dunbar High School
1529,http://www.freebase.com/view/en/guyana,what does guyana speak?,English Language
1530,http://www.freebase.com/view/en/vlaams_language,where did the flemish live?,Belgium
1531,http://www.freebase.com/view/en/houston_rockets,what year did the houston rockets win their first championship?,1994 NBA Finals
1532,http://www.freebase.com/view/en/harry_s_truman,what college did harry s. truman attend?,University of Missouri–Kansas City
1533,http://www.freebase.com/view/en/mexico,what is the official language spoken in mexico?,Spanish Language
1534,http://www.freebase.com/view/en/minneapolis,what county is minneapolis mn in?,Hennepin County
1535,http://www.freebase.com/view/en/thailand,what religion in thailand?,Buddhism
1536,http://www.freebase.com/view/en/elizabeth_i_of_england,who is queen elizabeth 1 father?,Henry VIII of England
1537,http://www.freebase.com/view/en/switzerland,what other languages does switzerland speak?,Romansh language
1538,http://www.freebase.com/view/en/ronaldinho,what team is ronaldinho on?,Clube Atlético Mineiro
1539,http://www.freebase.com/view/en/paul_blart_mall_cop,who plays paul blart?,Kevin James
1540,http://www.freebase.com/view/en/kobe_bryant,who is kobe bryant wife bio?,Vanessa Laine
1541,http://www.freebase.com/view/en/canada,what kind of government system does canada have?,Parliamentary system
1542,http://www.freebase.com/view/en/sparta,what type of government did sparta greece have?,Monarchy
1543,http://www.freebase.com/view/en/italy,where to vacation in italy in august?,Corriere della Sera
1544,http://www.freebase.com/view/en/teotihuacan,what culture lived in teotihuacan?,Mexico
1545,http://www.freebase.com/view/en/japan,what kind of voting system does japan have?,Parliamentary system
1546,http://www.freebase.com/view/en/africa,what are the names of all the countries in africa?,Angola
1547,http://www.freebase.com/view/en/gulf_war,who started the first persian gulf war?,Kuwait
1548,http://www.freebase.com/view/en/pittsburgh_steelers,what is the name of the pittsburgh steelers stadium?,Pitt Stadium
1549,http://www.freebase.com/view/en/cleopatra,who was cleopatra married too?,Mark Antony
1550,http://www.freebase.com/view/en/nicki_minaj,where was nicki minaj born?,"Saint James, Trinidad and Tobago"
1551,http://www.freebase.com/view/en/jesse_james,what was jesse james wife name?,Zerelda Mimms
1552,http://www.freebase.com/view/en/spike,who plays spike in buffy the vampire slayer?,James Marsters
1553,http://www.freebase.com/view/en/hadrian,where was emperor hadrian born?,Rome
